Code,Name,Officialname,Registration_number,Keph level,Facility type,Facility_type_category,Owner,Owner type,Regulatory body,Beds,Cots,Beds and Cots,County,Constituency,Sub county,Ward,Operation status,Open_whole_day,Open_public_holidays,Open_weekends,Open_late_night,Service_names,Approved,Public visible,Closed,latitude,longitude
13493,Bama Hospital,Bama Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,22,4,26,Siaya,Alego Usonga,Alego Usonga,Siaya Township,Operational,No,No,No,No,,Yes,Yes,No,,
10916,JM Kariuki County Memorial Hospital (Olkalou),JM Kariuki County Memorial Hospital (Olkalou),,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,142,41,183,Nyandarua,Ol Kalou,Olkalou,Rurii,Operational,No,No,No,No,,Yes,Yes,No,,
10507,Karuri Level 4 Hospital,Karuri Level 4 Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,1,19,Kiambu,Kiambaa,Kiambaa,Karuri,Operational,No,No,No,No,,Yes,Yes,No,,
13492,Awendo Sub-County Hospital,Awendo Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,40,0,40,Migori,Awendo,Awendo,Central Sakwa,Operational,Yes,No,No,No,,Yes,Yes,No,,
10518,Immaculate Heart Hospital Kereita,Immaculate Heart Hospital Kereita,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,36,10,46,Kiambu,Lari,Lari,Kijabe,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
13445,Mandera West Sub County Hospital,Mandera West Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,24,5,29,Mandera,Mandera West,Mandera West,Takaba,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
16058,Mwihila Mission Hospital,Mwihila Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Other Faith Based,Faith Based Organization,Kenya MPDB,73,1,74,Kakamega,Khwisero,Khwisero,Kisa North,Operational,Yes,No,No,No,,Yes,Yes,No,0.1783022,34.6124
13423,Mandera North Sub county Hospital,Mandera North Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,58,10,68,Mandera,Mandera North,Mandera North,Rhamu,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13380,Khorof Harar Sub-District Hospital,Khorof Harar Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,0,12,Wajir,Wajir East,Wajir East,Khorof/Harar,Operational,Yes,No,Yes,No,,Yes,Yes,No,2.2076,40.7548
13406,Ijara Sub County Hospital - Masalani,Ijara Sub County Hospital - Masalani,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,62,3,65,Garissa,Ijara,Ijara,Masalani,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12525,Mikinduri Sub-District Hospial,Mikinduri Sub-District Hospial,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,14,0,14,Meru,Tigania East,Tigania East,Mikinduri,Operational,No,No,No,No,,Yes,Yes,No,,
13346,Garissa County Referral Hospital,Garissa County Referral Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,224,9,233,Garissa,Garissa Township,Garissa,Waberi,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13402,Mandera County Refferal Hospital,Mandera County Refferal Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,128,5,133,Mandera,Mandera East,Mandera East,Neboi,Operational,No,No,No,No,,Yes,Yes,No,,
12492,Maua Methodist Hospital,Maua Methodist Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,275,16,291,Meru,Igembe South,Igembe South,Maua,Operational,Yes,No,No,No,,Yes,Yes,No,0.231,37.9419
14379,Cherangany Sub County Hospital,Cherangany Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,0,20,Trans Nzoia,Cherangany,Cherangany,Motosiet,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10512,Kenol Hospital,Kenol Hospital,1617,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,83,0,83,Muranga,Maragwa,muranga south,Kimorori/Wempa,Operational,Yes,No,No,No,,Yes,Yes,No,,
13339,Bura District Hospital,Bura District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,30,0,30,Garissa,Fafi,Fafi,Bura,Operational,Yes,No,Yes,No,,Yes,Yes,No,-1.1944883,39.839929
11432,Jibana Sub District Hospital,Jibana Sub District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,4,24,Kilifi,Kaloleni,Kaloleni,Kaloleni,Operational,Yes,No,Yes,No,,Yes,Yes,No,-3.8311,39.6865
13265,Abakore Sub District Hospital,Abakore Sub District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Wajir,Wajir South,Wajir South,Habasswein,Operational,No,No,No,No,,Yes,Yes,No,0.6331,39.7132
13241,Umoja Hospital,Umoja Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,8,1,9,Nairobi,Embakasi West,Embakasi West,Umoja I,Operational,No,No,No,No,,Yes,Yes,No,,
12972,Jumuia Hospital Huruma,Jumuia Hospital (Huruma),15977,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,175,6,181,Nairobi,Mathare,Mathare,Kiamaiko,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13540,Ekerenyo Sub-District Hospital,Ekerenyo Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,0,18,Nyamira,North Mugirango,Nyamira North,Ekerenyo,Operational,No,No,No,No,,Yes,Yes,No,-0.5282,34.9878
11381,Galana Hospital,Meridian Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Clinical Officer,Private Practice,Clinical Officers Council,16,1,17,Kilifi,Magarini,Magarini,Sabaki,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13202,St Francis Com Hospital,St Francis Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,145,0,145,Nairobi,Kasarani,Kasarani,Clay City,Operational,Yes,No,No,No,,Yes,Yes,No,,
15939,Khunyangu Sub County Hospital,Khunyangu Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,31,0,31,Busia,Butula,Butula,Kingandole,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12591,Muthara Sub-District Hospital,Muthara Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,17,3,20,Meru,Tigania East,Tigania East,Muthara,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.2236,37.7948
13109,Meridian Equator Hospital,Meridian Equator Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,54,0,54,Nairobi,Langata,Langata,Nairobi West,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13527,Christamarianne  Hospital,Christamarianne Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,120,40,160,Kisii,Nyaribari Chache,Nyaribari Chache,Kisii Central,Operational,Yes,No,No,No,,Yes,Yes,No,,
13087,Memorial Hospital,Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Armed Forces,Ministry of Health,Ministry of Health,0,0,0,Nairobi,Kibra,Kibra,Woodley/Kenyatta Golf Course,Operational,No,No,No,No,,Yes,Yes,No,,
12641,Neema Hospital,Neema Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,40,3,43,Kitui,Kitui Central,Kitui Central,Township,Operational,Yes,No,No,No,,Yes,Yes,No,-1.1892935,36.9328632
15678,Subukia Sub County Hospital,Subukia Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,12,2,14,Nakuru,Subukia,Subukia,Subukia,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13594,Gucha Sub County Referral Hospital,Gucha Sub County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,50,0,50,Kisii,Bomachoge Chache,Bomachoge Chache,Boochi/Tendere,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11843,Tawfiq Muslim Hospital,Tawfiq Muslim Hospital,,Level 4,Primary care hospitals,HOSPITALS,Supreme Council for Kenya Muslims,Faith Based Organization,Kenya MPDB,65,5,70,Kilifi,Malindi,Malindi,Malindi Town,Operational,Yes,No,Yes,No,,Yes,Yes,No,-3.2209,40.1127
11264,Bura  Sub county Hospital,Bura Sub County  Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,26,4,30,Tana River,Bura,Bura,Bura,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
15996,Malava Sub County Hospital,Malava Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,66,8,74,Kakamega,Malava,Malava,Shirungu-mugai,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13740,Lwala Community Hospital,Lwala Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Non-Governmental Organizations,Non-Governmental Organizations,Ministry of Health,22,2,24,Migori,Rongo,Rongo,North Kamagambo,Operational,Yes,No,No,No,,Yes,Yes,No,,
13488,Asumbi Mission Hospital,Asumbi Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,35,0,35,Homa Bay,Rangwe,Rangwe,East Gem,Operational,No,No,No,No,,Yes,Yes,No,,
13667,Kendu Adventist Hospital,Kendu Adventist Hospital,,Level 4,Primary care hospitals,HOSPITALS,Christian Health Association of Kenya,Faith Based Organization,Kenya MPDB,160,31,191,Homa Bay,Karachuonyo,Karachuonyo,Kendu Bay Town,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.4013917,34.6643683
12605,Mutuati Sub-District Hospital,Mutuati Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,25,4,29,Meru,Igembe North,Igembe North,Amwathi,Operational,No,No,No,No,,Yes,Yes,No,0.38287,37.98086
13086,Melchezedek Hospital,Melchezedek Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,20,4,24,Nairobi,Dagoretti North,Dagoretti North,Kileleshwa,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13704,Kisumu County Hospital,Kisumu County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,180,5,185,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,Yes,No,No,No,,Yes,Yes,No,,
15181,Meteitei Sub-District Hospital,Meteitei Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,28,5,33,Nandi,Tinderet,Tinderet,Tinderet,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.0060401,35.3077133
10686,Maragua District Hospital,Maragua District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,82,1,83,Muranga,Maragwa,muranga south,Nginda,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.7869,37.1266
12526,Mikumbune Sub-District Hospital,Mikumbune Sub-District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,22,2,24,Meru,South Imenti,Imenti South,Nkuene,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.0762,37.6165
13808,Milimani Hospital,Milimani Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,26,4,30,Kisumu,Kisumu Central,Kisumu Central,Market Milimani,Operational,No,No,No,No,,Yes,Yes,No,,
12618,Mwala Subcounty Hospital,Mwala Subcounty Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,2,20,Machakos,Mwala,Mwala,Makutano/Mwala,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,-1.3464,37.4515
13352,Griftu District Hospital,Griftu District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,36,4,40,Wajir,Wajir West,Wajir West,Arbajahan,Operational,Yes,No,Yes,No,,Yes,Yes,No,1.9998,39.7542
12637,Ndithini Level 4 Hospital,Ndithini Level 4 Hospital,,Level 4,HOSPITALS,,Ministry of Health,Ministry of Health,Ministry of Health,2,4,6,Machakos,Masinga,Masinga,Ndithini,Operational,Yes,No,No,No,,Yes,Yes,No,,
12965,Guru Nanak Hospital,Guru Nanak Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,38,0,38,Nairobi,Starehe,Starehe,Ngara,Operational,No,No,No,No,,Yes,Yes,No,,
13673,Kenyenya District Hospital,Kenyenya Sub County Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,40,1,41,Kisii,Bomachoge Borabu,Bomachoge Borabu,Bokimonge,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,-0.8863,34.7289
12758,St Lucy's Hospital,St Lucy's Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,16,0,16,Tharaka Nithi,Chuka/Igambang'ombe,Chuka,Karingani,Operational,No,No,No,No,,Yes,Yes,No,,
13785,Masogo Sub County Hospital,Masogo Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,19,1,20,Kisumu,Muhoroni,Muhoroni,Masogo/Nyang'oma,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
12950,Gertrudes Childrens Hospital,Gertrudes Childrens Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,85,0,85,Nairobi,Westlands,Westlands,Karura,Operational,No,No,No,No,,Yes,Yes,No,,
12874,Avenue Hospital,Avenue Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,65,10,75,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12544,Moyale Sub county Referral  Hospital,Moyale Subcounty Referral Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,120,0,120,Marsabit,Moyale,Moyale,Moyale Township,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10922,Othaya Sub-District Hospital,Othaya Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,77,1,78,Nyeri,Nyeri South,Nyeri South,Iria-ini,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,-0.5399,36.94
10890,Nyahururu District Hospital,Nyahururu District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,142,27,169,Laikipia,Laikipia West,Laikipia West,Igwamiti,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.0380284,36.3595051
13647,Gita Sub County Hospital,Gita Sub County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,27,2,29,Kisumu,Kisumu East,Kisumu East,Kajulu,Operational,Yes,Yes,Yes,No,,Yes,Yes,No,,
12868,Aga Khan University Hospital (Buruburu),Aga Khan University Hospital (Buruburu),,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Nairobi,Makadara,Makadara,Harambee,Operational,No,No,Yes,No,,Yes,Yes,No,,
12739,Sololo Mission Hospital,Sololo Mission Hospital,,Level 4,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,130,0,130,Marsabit,Moyale,Moyale,Sololo,Operational,Yes,No,Yes,No,,Yes,Yes,No,3.5652,38.6451
12730,Shalom Community Hospital (Machakos),Shalom Community Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,170,0,170,Machakos,Machakos Town,Machakos,Machakos Central,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12867,Aga Khan Hospital,Aga Khan Hospital,,Level 4,Secondary care hospitals,HOSPITALS,Private Practice - General Practitioner,Private Practice,Kenya MPDB,243,0,243,Nairobi,Westlands,Westlands,Parklands/Highridge,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
13726,KDH,Kehancha Sub-County Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,70,4,74,Migori,Kuria West,Kuria West,Bukira East,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
10520,Kerugoya District Hospital,Kerugoya District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,276,47,323,Kirinyaga,Kirinyaga Central,Kirinyaga Central,Kerugoya,Operational,No,No,No,No,,Yes,Yes,No,-0.5013,37.2805
10973,Ruiru Sub-County Hospital,Ruiru Sub-County Hospital,10973,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,46,0,46,Kiambu,Ruiru,Ruiru,Biashara,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
11734,Pandya Memorial Hospital,Pandya Memorial Hospital,,Level 4,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,73,13,86,Mombasa,Mvita,Mvita,Shimanzi/Ganjoni,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
14022,Rachuonyo District Hospital,Rachuonyo District Hospital,,Level 4,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,67,1,68,Homa Bay,Kasipul,Rachuonyo South,West Kamagak,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.5031,34.7323
12094,Isiolo District Hospital,Isiolo District Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,305,35,340,Isiolo,Isiolo North,Isiolo,Wabera,Operational,Yes,No,Yes,No,,Yes,Yes,No,0.3648,37.5888
10974,Ruiru Hospital Limited,Ruiru Hospital Limited,,Level 5,Primary care hospitals,HOSPITALS,Private Practice - Private Institution Academic,Private Practice,Kenya MPDB,0,0,0,Kiambu,Ruiru,Ruiru,Biashara,Operational,No,No,No,No,,Yes,Yes,No,,
13105,Mutuini Sub-District Hospital,Mutuini Sub-District Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,20,0,20,Nairobi,Dagoretti South,Dagoretti South,Mutu-ini,Operational,No,No,No,No,,Yes,Yes,No,-1.289269,36.6963
13678,Masaba District Hospital,Masaba District Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,34,2,36,Nyamira,Kitutu Masaba,Masaba North,Rigoma,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.7810136,34.948293
12523,Migwani Sub County Hospital,Migwani Sub County Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,60,10,70,Kitui,Mwingi West,Mwingi West,Migwani,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12500,Mbeu Sub-District Hospital,Mbeu Sub-District Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,18,0,18,Meru,Tigania West,Tigania West,Mbeu,Operational,No,No,No,No,,Yes,Yes,No,0.058,37.8211
13668,Kendu Sub-District Hospital,Kendu Sub-District Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,28,2,30,Homa Bay,Karachuonyo,Karachuonyo,Kendu Bay Town,Operational,Yes,No,Yes,No,,Yes,Yes,No,-0.3695,34.6504
12516,Meru District hospital,Meru District hospital,,Level 5,Secondary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,306,17,323,Meru,North Imenti,Imenti North,Municipality,Operational,Yes,Yes,No,Yes,,Yes,Yes,No,0.0512,37.6508
14096,Sondu Sub County Hospital,Sondu Sub County Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,0,0,0,Kisumu,Nyakach,Nyakach,South East Nyakach,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
11711,Ngao Sub County Hospital,Ngao Sub County Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,56,0,56,Tana River,Garsen,Garsen,Garsen South,Operational,Yes,No,Yes,No,,Yes,Yes,No,,
12485,Matiliku Sub County Hospital,Matiliku Sub County Hospital,,Level 5,Primary care hospitals,HOSPITALS,Ministry of Health,Ministry of Health,Ministry of Health,25,0,25,Makueni,Makueni,Makueni,Nzaui/Kilili/Kalamba,Operational,Yes,Yes,Yes,Yes,,Yes,Yes,No,,
13218,St Mary's Mission Hospital,St Mary's Mission Hospital,,Level 5,Primary care hospitals,HOSPITALS,Kenya Episcopal Conference-Catholic Secretariat,Faith Based Organization,Kenya MPDB,299,0,299,Nairobi,Langata,Langata,Mugumo-ini,Operational,No,No,No,No,,Yes,Yes,No,-1.3223,36.7744
